LONGITUDE,LATITUDE,YEAR,MONTH,DAY,MAGNITUDE,DEPTH,HOUR,MINUTE
94.4715,22.7996,2023,7,24,4.4,96.712,20,14
94.971,25.1395,2023,7,21,4,87.809,20,5
91.3553,25.721,2023,7,16,4.3,10,14,23
95.4345,25.0831,2023,7,12,4.3,9.904,12,26
94.0927,23.1582,2023,7,11,4.3,77.822,14,6
93.9241,23.5846,2023,7,5,4.3,69.187,19,5
96.3583,26.5274,2023,7,4,4.6,89.642,7,25
96.6035,26.9851,2023,6,30,4.4,10,5,44
92.0224,24.7339,2023,6,16,5,10,4,46
95.2775,26.1093,2023,6,12,4.3,77.469,21,23
96.2529,25.2464,2023,6,3,4.1,10,11,36
95.1588,26.0736,2023,6,1,4.2,31.912,3,30
96.2315,25.1051,2023,5,31,5.9,10,11,20
92.4485,26.7587,2023,5,29,4.9,10,2,33
92.6797,27.0688,2023,5,27,4.5,10,21,36
94.7301,24.8062,2023,5,21,4.1,83.027,13,47
90.3099,23.6937,2023,5,4,4.3,10,23,57
94.3511,23.0061,2023,4,30,4.6,94.415,6,56
94.8376,22.9943,2023,4,10,4.6,141.241,0,46
96.2774,25.2055,2023,4,8,4.2,10,11,52
90.446,25.8896,2023,4,3,4.4,10,8,22
95.3355,22.6542,2023,3,25,4.2,11.095,12,3
93.794,24.1675,2023,3,24,4.4,78.995,3,22
94.7151,24.276,2023,3,12,4.6,113.11,11,43
90.4081,25.6554,2023,2,26,4.3,10,4,19
91.8394,25.1917,2023,2,16,4.3,57.099,3,56
94.5227,23.0353,2023,2,12,4.3,104.754,23,1
92.9259,26.3749,2023,2,12,4.2,10,10,48
95.9238,22.7357,2023,2,4,4.2,10,7,34
94.459,24.5866,2023,1,31,4.6,69.006,4,49
90.4362,25.7328,2023,1,26,4,36.679,1,59
93.079,24.8836,2023,1,23,5.1,10,13,42
92.4156,23.5913,2023,1,16,4.1,10,20,20
96.5576,26.705,2023,1,10,4.6,10,1,42
95.8673,24.1249,2023,1,5,4.5,10.751,5,51
94.14,23.2161,2022,12,28,4.5,51.119,4,18
96.154,24.5341,2022,12,20,4.3,10.157,21,21
93.7959,22.5559,2022,12,18,4.2,39.483,7,20
94.7294,24.2087,2022,12,17,4.2,98.089,16,5
95.0837,24.8414,2022,12,15,4.4,101.752,17,12
95.3931,26.0254,2022,12,9,4.5,99.202,15,40
94.1073,23.0257,2022,11,11,4.2,42.858,1,32
94.5122,23.0649,2022,11,8,4.7,105.393,6,27
96.5205,26.6099,2022,10,31,4.6,10,0,45
92.205,25.1215,2022,10,30,4.2,10,14,45
94.4944,23.7023,2022,10,29,4.4,96.454,5,38
94.6086,24.1894,2022,10,21,4.5,89.761,16,0
95.9272,22.8755,2022,10,16,4.6,10,0,52
94.9256,24.7823,2022,9,30,4.6,10,2,23
94.8968,23.1002,2022,9,29,5.6,150,22,22
96.6018,26.368,2022,9,17,4.3,122.703,23,33
96.133,26.6232,2022,9,13,4.4,10,21,35
93.8588,23.4002,2022,9,6,4.2,60.682,19,20
95.2338,25.0099,2022,8,26,4.6,91.384,4,52
94.5482,23.7516,2022,8,24,5,96.15,21,48
93.2709,23.5693,2022,7,26,4.6,42.7,15,13
94.5663,23.559,2022,7,19,4.3,110.324,21,38
94.4481,24.1883,2022,7,16,4.5,76.459,18,12
95.3111,23.0067,2022,7,15,4.4,10.197,23,48
94.5018,23.2297,2022,6,29,4.6,95.51,18,1
94.531,22.9945,2022,6,13,4.3,100.41,15,44
95.957,23.2613,2022,6,2,4.2,10,22,40
95.6051,26.3635,2022,5,31,4.3,95.69,4,39
94.0827,22.7741,2022,5,23,4.4,13.98,3,56
93.4891,22.8336,2022,5,21,4.5,47.2,3,14
96.3401,25.0186,2022,5,20,4.3,10,18,39
92.3725,26.3342,2022,5,15,4.1,10,16,17
96.717,25.6457,2022,5,13,4.3,10,12,26
94.2561,22.6784,2022,5,1,5,90.81,15,15
94.7118,23.3586,2022,4,18,4.1,111.13,2,57
95.9133,25.9974,2022,4,17,4.3,79.64,22,31
94.8228,25.3875,2022,4,16,4.1,74.41,23,51
94.1874,23.1411,2022,3,31,4,47.16,1,18
94.4865,24.1944,2022,3,21,4.5,82.38,6,36
93.6502,24.8691,2022,3,18,4.4,40.97,5,40
93.9006,23.2811,2022,3,15,4.1,10,0,25
94.5412,22.7307,2022,3,13,4.5,101.22,1,11
93.3976,22.6801,2022,2,21,4.6,48.71,15,23
96.4951,26.0883,2022,2,11,4.8,10,19,16
96.1665,25.0405,2022,1,23,4.4,10,15,52
94.2434,23.1302,2022,1,22,4.1,76.07,17,22
93.8172,23.0871,2022,1,21,5.4,58.96,10,12
93.5196,24.0361,2022,1,18,4.5,60.79,2,22
93.8695,25.2468,2022,1,16,4.6,10,21,9
94.5597,23.8937,2022,1,16,4.2,73.01,10,50
94.6403,24.3313,2022,1,14,4.2,89.01,8,29
95.0765,25.0326,2022,1,13,4.1,94.89,19,3
94.1077,25.22,2022,1,12,4.5,13.28,20,46
94.6845,23.1568,2022,1,12,4.6,98.81,6,17
94.1653,22.9337,2021,12,27,4.7,40.41,20,13
93.8775,23.1346,2021,12,16,4.5,65.95,20,13
94.7467,23.6643,2021,12,12,4.5,119.01,12,8
95.4612,25.5067,2021,12,10,4.2,65.73,4,14
96.1089,23.4414,2021,12,6,5,10,0,25
93.4533,22.8125,2021,11,29,4.4,55.11,13,24
94.5821,24.2296,2021,11,28,4.4,71.92,17,21
96.5311,27.0354,2021,11,28,4.4,10,17,2
94.0667,23.5533,2021,11,28,4.3,69.24,2,18
96.3025,27.0398,2021,11,28,4.6,10,1,32
93.4368,22.8532,2021,11,27,4.4,58.3,9,47
93.5061,22.8232,2021,11,25,6.2,43,23,45
95.1196,24.637,2021,11,20,4.6,128.95,11,12
91.4838,25.9374,2021,11,20,4.2,10,7,42
96.6407,25.4248,2021,11,12,4.3,19.56,17,48
94.9456,25.3783,2021,11,9,4.2,76.61,4,17
95.1714,24.7068,2021,11,8,4.5,120.86,2,18
94.7771,24.1594,2021,11,6,4.3,108.83,13,9
92.5824,26.7969,2021,11,4,4.4,10,4,49
92.7906,22.5257,2021,10,19,4.8,35,0,44
93.8462,24.3171,2021,10,16,4,45.78,1,46
96.3949,24.9285,2021,10,2,4.2,10,22,1
95.3035,25.4614,2021,10,1,4.4,102.96,4,57
93.8375,23.2858,2021,9,26,4.2,10,11,26
93.4982,23.4064,2021,9,26,4.2,9.31,6,28
94.8803,25.2256,2021,9,19,5,80.05,19,24
94.5361,23.6577,2021,9,16,4.4,93.27,4,49
93.4042,23.4599,2021,9,15,4.6,10,13,29
94.8405,23.5962,2021,9,14,4.3,108.35,10,40
96.5587,26.5115,2021,9,4,4.5,97.98,12,5
96.2561,25.094,2021,8,24,4.6,10,2,15
94.4519,24.6509,2021,8,17,4.9,63.33,15,32
94.2094,22.5189,2021,8,6,4.4,39.54,18,49
94.1338,23.2137,2021,8,6,4.4,101.68,12,47
94.9275,25.0993,2021,8,4,4.4,99.59,22,10
95.9967,22.8638,2021,7,29,5.5,10,8,39
94.4421,24.5824,2021,7,26,4.9,66.82,5,3
94.7567,23.5272,2021,7,14,4.5,102.41,20,34
90.3995,25.9749,2021,7,9,4.3,10,7,46
95.2274,25.0311,2021,7,9,4.6,102.19,0,26
90.3499,25.9603,2021,7,7,5.3,10,3,15
96.5397,26.608,2021,7,4,4.6,10,16,57
92.4583,26.7357,2021,6,18,4.5,42.09,19,37
92.3948,26.6776,2021,6,17,4.5,43.65,20,34
94.6949,23.2381,2021,5,31,4.4,111.49,19,49
92.3186,26.7632,2021,5,31,4.2,34.13,4,20
92.326,26.6343,2021,5,30,4.4,52.85,8,53
94.7171,22.5949,2021,5,28,4.5,113.94,16,51
94.5857,23.593,2021,5,25,4.1,99.63,19,23
94.5814,22.9496,2021,5,23,4.3,95.83,15,41
95.0955,24.7351,2021,5,23,4.4,103.92,1,26
92.4258,26.6713,2021,5,18,4.4,49.81,12,3
92.4736,26.753,2021,5,15,4.4,43.8,3,3
95.5047,26.418,2021,5,14,4.2,85.91,23,39
95.1088,24.9625,2021,5,14,4.5,111.38,16,42
92.4738,26.774,2021,5,9,3.8,10,18,41
92.4813,26.5945,2021,5,6,4.2,48.29,5,0
92.0993,26.7384,2021,5,5,4,47,13,52
94.513,24.2389,2021,4,30,4.3,95.31,13,40
92.4849,26.7477,2021,4,28,4.8,38.21,19,50
92.5133,26.7662,2021,4,28,4.2,35,10,33
92.5371,26.8262,2021,4,28,4.4,35,2,43
92.5136,26.7489,2021,4,28,5,35,2,33
92.4565,26.7813,2021,4,28,6,34,2,21
92.5148,26.6195,2021,3,21,4.2,10,12,22
94.565,22.6746,2021,3,11,4.5,103.62,2,34
95.0793,25.3809,2021,3,9,4.6,89.49,11,15
96.0167,22.8779,2021,2,25,4.5,10,7,50
95.8415,22.7,2021,2,25,4.2,20.12,3,46
95.9211,22.8585,2021,2,25,4.9,10,2,34
94.5689,23.3318,2021,2,20,4.1,95.45,0,1
92.5712,26.7322,2021,2,17,4.6,18.67,12,24
94.4802,22.9602,2021,2,11,4.4,102.99,8,4
89.5665,27.0534,2021,2,10,3.7,10,14,43
94.4749,24.9512,2021,1,31,4.1,47.39,20,4
95.7822,26.293,2021,1,27,4.2,80.92,18,56
95.0289,24.326,2021,1,22,4.3,117.91,21,14
96.3433,26.0588,2021,1,17,4.3,10,6,59
93.5159,23.6359,2021,1,16,4.3,61.32,20,48
93.3739,24.8799,2021,1,13,4.2,10,19,15
94.6878,22.7983,2021,1,13,4.1,108.51,1,7
96.6657,25.4629,2020,12,24,4.4,10,15,13
96.657,25.6158,2020,12,24,4.3,10,12,47
96.6534,25.6397,2020,12,24,4.8,10,8,9
94.2086,23.0317,2020,12,12,4.2,76.92,4,14
90.5453,26.1291,2020,12,10,4.3,10,16,56
94.7728,26.2945,2020,11,22,4.3,60.63,3,29
94.9967,24.9595,2020,11,21,4.5,10,4,49
94.6188,23.6092,2020,11,14,5,103.66,8,50
94.4538,22.7939,2020,11,10,4.5,104.48,4,45
94.1977,24.2021,2020,11,8,4.3,65.34,9,32
96.4551,25.1948,2020,11,6,4.3,10,3,6
91.1728,25.7773,2020,11,2,4.5,10,19,43
92.2965,23.1224,2020,10,24,4.4,44.64,3,21
96.1444,27.2257,2020,10,20,4,57.98,19,55
94.1126,23.1644,2020,10,13,4.5,71.72,1,36
93.4997,24.6661,2020,10,10,5.5,53,17,38
94.7776,25.643,2020,10,6,4.6,61.51,22,2
94.4335,23.5477,2020,10,5,4.1,74.11,12,8
91.3108,26.2024,2020,10,3,4.2,44.3,15,36
91.3167,26.2803,2020,9,21,4.4,39.62,19,58
93.7677,22.9861,2020,9,20,5.1,53.56,1,59
94.5477,23.3836,2020,9,18,4.4,90.39,17,53
94.8835,23.9905,2020,9,10,4.3,127.25,16,54
95.2425,24.8788,2020,8,31,4.9,123.46,21,9
92.0138,23.41,2020,8,30,4.9,37.66,1,47
93.2324,23.0656,2020,8,27,4.5,10,13,17
93.3258,23.1636,2020,8,27,5.3,10,12,7
95.5832,26.0998,2020,8,23,4.6,86.9,13,18
94.5465,22.5997,2020,8,22,4.2,102.78,22,56
93.2923,23.1226,2020,8,14,4.2,10,1,8
93.9507,24.2129,2020,8,11,4.3,59.16,13,57
94.8553,24.5305,2020,8,7,4.3,103.06,17,36
93.3418,23.2575,2020,7,28,4.8,10,14,38
93.3699,23.069,2020,7,24,4.1,10,5,45
92.3782,24.6057,2020,7,17,4.3,39.89,22,55
93.3092,23.1162,2020,7,17,5.1,10,16,33
93.3785,23.1172,2020,7,17,4.4,10,10,26
92.3957,24.6068,2020,7,16,4.4,39.62,2,27
94.8877,24.606,2020,7,16,4.4,30.68,1,21
94.3314,23.3677,2020,7,14,4.2,85.31,9,27
93.3665,23.0831,2020,7,9,4.6,10,8,58
93.2967,23.1732,2020,7,5,4.8,10,11,56
93.3716,23.2815,2020,7,3,4.6,10,9,5
94.5933,24.6766,2020,6,28,4.4,57.96,5,54
93.2827,23.1939,2020,6,24,4.8,4.24,19,44
93.2628,23.206,2020,6,24,4.5,4.58,2,32
93.0128,23.9312,2020,6,23,3.6,10,13,47
93.2856,23.1449,2020,6,21,5.6,10.84,22,40
93.1135,23.9075,2020,6,21,4.9,41.6,10,46
93.7812,23.2948,2020,6,14,4.8,62.31,5,35
94.6,22.7767,2020,6,8,4.2,100.69,12,21
91.1391,24.8316,2020,6,3,4.2,30.48,1,40
93.9197,24.3856,2020,5,25,5.1,57.89,14,42
94.1112,24.8084,2020,5,11,4.6,63.54,22,39
95.8305,24.0324,2020,4,24,4.6,10,5,15
94.0722,22.7356,2020,4,16,4.5,10,11,53
94.0292,22.8004,2020,4,16,5.9,10,11,45
92.7724,26.4085,2020,4,5,4.5,46.31,17,50
96.351,25.1038,2020,3,23,4.4,10,12,21
95.0671,25.0857,2020,3,23,4.5,101.49,8,8
96.1055,23.2305,2020,3,7,4.5,10,4,5
96.1023,24.4202,2020,3,4,4.8,10,0,20
92.1052,26.4904,2020,2,29,4.2,45.39,20,5
90.1767,24.5467,2020,2,25,4,10,6,16
93.5958,22.5718,2020,2,15,4.2,47.14,8,12
94.8537,23.05,2020,2,9,4.2,134.31,19,37
90.7847,26.3386,2020,2,8,5,10,12,47
94.9928,24.4383,2020,1,29,4.3,115.32,13,43
91.7364,24.7732,2020,1,27,4.5,10,7,10
94.5148,23.6781,2020,1,14,4.3,94.42,1,24
96.0256,23.661,2019,12,25,4.6,10,7,4
94.0597,23.6551,2019,12,22,3.8,10,14,59
93.875,24.0847,2019,12,16,4.4,55.37,3,10
95.0882,24.9171,2019,12,15,4.4,110.85,3,53
93.6727,23.0905,2019,12,2,4.6,53.48,1,12
96.0354,23.1791,2019,11,28,5.2,10,14,39
94.3136,24.155,2019,11,26,4.5,70.19,3,53
96.3511,24.9318,2019,11,23,4.1,10,22,43
91.1372,26.145,2019,11,21,4.3,48.16,14,11
93.3051,26.1728,2019,11,13,4.7,51.25,13,10
93.3104,22.5731,2019,10,19,4.3,45.24,13,35
94.2177,23.1641,2019,10,18,4.9,76.27,16,48
94.2211,23.1646,2019,10,16,4.4,79.56,18,45
91.3145,27.293,2019,10,7,4.7,10,12,35
94.1024,24.8695,2019,10,3,4.8,59.2,6,24
93.6361,24.2307,2019,9,22,4.4,63.66,2,31
95.0419,25.0899,2019,9,3,4.5,88.22,19,18
95.522,22.7414,2019,8,31,5.4,10,15,9
96.1069,26.4642,2019,8,26,4.7,105.63,2,49
93.858,24.0196,2019,8,18,5,63.38,6,28
96.6433,25.6762,2019,8,5,4.7,10,9,43
94.315,24.7977,2019,8,4,4,48.6,0,10
94.6517,23.627,2019,8,2,4.6,93.37,14,37
95.1097,24.8601,2019,7,24,4,120.67,10,31
94.6999,24.9048,2019,7,13,4.3,71.28,15,8
94.9219,24.9278,2019,7,3,4.5,112.02,5,57
95.8922,25.812,2019,6,21,4.2,132.99,16,42
94.8689,25.0414,2019,6,4,4.6,65.32,13,27
94.7518,23.9515,2019,5,29,4.5,95.69,1,54
95.2138,25.0456,2019,5,22,4.4,95.78,12,55
95.7216,26.2288,2019,5,4,5.2,85.93,11,4
94.8184,23.0333,2019,4,29,4.7,133.05,17,39
95.6844,23.8569,2019,4,27,4.4,10,16,47
93.0258,26.4403,2019,4,27,4.6,43.81,6,27
95.1868,23.5884,2019,4,25,4.5,35.38,23,37
93.4162,22.7481,2019,4,15,4.6,56.21,1,39
94.4235,25.4467,2019,4,4,5.1,61.78,7,45
95.5572,25.3484,2019,3,31,4.1,125.53,6,42
93.5079,24.3186,2019,3,25,4.6,56.65,12,41
90.9083,25.6452,2019,3,21,4.4,10,14,30
93.9612,22.8271,2019,3,20,4.3,37.59,23,37
94.6842,24.0646,2019,3,16,4,96.09,19,23
93.9436,23.0149,2019,3,13,4.5,79.79,13,44
90.2941,24.0741,2019,2,26,3.7,10,4,49
95.6268,25.5862,2019,2,15,4.1,48.48,22,11
96.3645,27.3345,2019,2,10,5,10,3,22
94.3292,23.8991,2019,2,6,4.4,33.81,16,21
93.8824,24.5236,2019,2,3,4.5,66.28,17,20
95.2123,25.2277,2019,2,2,4.1,101.16,17,32
94.4999,23.9792,2019,1,30,4,82.03,23,12
94.0239,24.4032,2019,1,27,4.7,65.34,23,45
94.3026,24.8046,2019,1,27,4.7,67.97,4,49
93.8919,24.3098,2019,1,25,4.6,55.87,17,7
94.8664,24.0031,2019,1,25,4.5,47.2,14,29
96.3344,24.8046,2019,1,16,4.7,10,21,39
94.5614,23.3862,2018,12,27,5,90.96,0,35
96.6002,26.4496,2018,12,23,4.7,115.7,20,32
96.382,27.4151,2018,12,23,4.3,10,11,21
94.8152,24.5152,2018,12,4,4.5,10,9,44
94.274,23.5204,2018,11,29,4.5,84.06,3,57
94.3227,23.3813,2018,11,19,4.3,10,19,3
93.3925,23.9724,2018,11,10,5.2,52.39,17,15
94.3399,24.3823,2018,11,6,4.2,64.34,22,50
95.1058,24.6818,2018,10,26,4.3,120.42,20,49
95.0062,25.777,2018,9,27,4.2,80.14,13,35
93.913,24.2458,2018,9,25,4.2,57.72,20,51
90.8859,26.0547,2018,9,25,4.4,10,3,47
90.1611,26.3711,2018,9,12,5.3,10,4,50
94.6759,23.1619,2018,9,10,4.4,100.51,16,57
95.3651,24.7558,2018,9,1,4.6,149.33,19,19
94.7739,24.6758,2018,8,18,4.5,85,12,3
90.9299,25.6357,2018,8,17,3.8,10,19,4
94.7501,23.9936,2018,8,16,4.9,95.16,11,55
90.9506,26.7933,2018,8,11,3.8,10,10,4
96.1862,24.005,2018,8,7,4.4,10,21,39
95.2068,24.9529,2018,7,28,4,143.19,0,49
94.856,23.7162,2018,6,24,4.3,121.13,11,7
93.8741,23.927,2018,6,21,4.6,59.13,3,31
94.3727,24.6071,2018,6,20,4.5,67.38,7,44
96.4714,26.3289,2018,6,12,4.2,116.86,13,8
92.6686,26.3263,2018,6,11,4.9,47.34,4,53
94.4873,23.8585,2018,6,5,4.7,82.01,23,12
95.1002,24.5969,2018,6,5,4.8,110.91,16,33
94.6164,23.1945,2018,5,28,4.5,107.26,5,43
94.5796,22.9983,2018,5,26,4.5,96.35,23,42
93.5059,26.3926,2018,5,25,4,49.17,20,25
94.3715,26.4604,2018,5,25,4.4,59.43,12,43
96.0213,24.6396,2018,5,6,4.6,40.78,13,37
93.854,23.9282,2018,4,27,4.4,61.81,10,46
94.6137,22.9621,2018,4,24,5.1,106.27,4,8
95.4783,25.2066,2018,4,20,4.3,147.11,8,28
96.0753,22.6019,2018,4,8,4.5,10,17,40
95.3185,24.8388,2018,4,4,4.6,126.84,15,21
89.9018,26.3137,2018,3,21,4,10,22,58
94.7092,23.6264,2018,3,15,4.3,107.24,16,58
93.5687,24.4242,2018,3,15,4.5,55.55,2,26
93.3372,22.5842,2018,2,20,4.3,37.69,8,12
94.3633,24.5258,2018,2,18,4.1,49.3,20,33
89.5825,24.5706,2018,1,30,4.4,16.25,14,15
94.4713,22.8042,2018,1,24,4.6,105.17,19,21
94.6915,23.9745,2018,1,20,4.2,86.78,10,6
89.8746,26.1323,2018,1,20,4.5,11.47,1,14
95.0332,25.2304,2018,1,18,4.5,83.69,2,3
94.9415,24.5799,2018,1,16,4,101.42,11,23
95.2518,24.9159,2018,1,12,4.3,128.71,7,29
94.9055,24.7382,2018,1,7,5.6,33,6,47
96.4161,24.9808,2018,1,4,4.4,61.11,15,0
96.1232,26.6901,2017,12,29,4.7,76.88,16,19
96.4579,24.914,2017,12,27,4.2,55.03,18,12
96.4527,25.107,2017,12,23,4.2,10,20,42
94.6812,23.4302,2017,12,23,4.6,111.27,15,45
90.8605,25.725,2017,12,11,4.6,10,3,35
96.3486,25.6097,2017,12,9,4.4,10,11,2
94.6672,24.5413,2017,12,5,4.3,80.12,15,50
96.3627,26.609,2017,12,5,4.2,89.32,2,24
94.543,23.6935,2017,11,20,4.9,97.19,8,48
91.2855,24.0923,2017,11,8,4.9,29.51,4,50
94.6071,22.6636,2017,10,13,4.1,117.22,1,32
94.7337,25.0388,2017,10,3,4.5,77.48,13,48
94.8861,24.9962,2017,9,21,4.4,84.2,16,34
90.2279,25.275,2017,9,7,4.1,36.67,14,32
94.4598,23.4984,2017,8,21,4,89.38,0,45
94.5263,25.8288,2017,8,17,4.6,61.1,7,38
93.5456,24.3109,2017,8,8,4.2,62.84,0,35
93.6199,24.3214,2017,8,2,5.1,53.23,18,18
90.7422,23.3761,2017,7,25,4.4,10,9,9
94.8989,25.1098,2017,7,22,4,68.66,20,6
92.2002,24.1789,2017,7,21,4.4,38.77,0,23
95.1618,24.8683,2017,7,17,4.3,122.77,20,20
95.9721,22.832,2017,7,15,4.2,9.04,21,13
94.5573,23.5329,2017,7,13,4.8,89.22,5,3
94.7001,24.3592,2017,7,2,4.9,83.62,5,27
94.7107,23.8429,2017,7,1,4.6,89.67,7,1
94.7144,23.974,2017,6,27,4.4,93.17,9,37
94.4765,23.0408,2017,6,20,4.6,94.73,8,50
93.9674,24.6306,2017,6,18,4.6,21.47,22,35
95.1091,25.2784,2017,6,9,4.6,92.06,11,48
95.1741,24.7698,2017,6,3,4.1,108.98,2,42
94.9352,23.2203,2017,5,29,4.1,107.23,15,36
90.1818,27.5189,2017,5,24,4.4,28.39,3,16
93.9828,23.9172,2017,5,6,4.3,68.35,14,48
90.8833,25.6263,2017,4,25,4.3,31.19,16,14
91.6394,25.0632,2017,4,18,4.5,34.06,14,1
95.0201,25.0469,2017,3,25,4.5,104,2,5
92.5623,25.3798,2017,3,21,4.4,34.67,15,40
94.5703,24.7062,2017,3,9,4.7,69.71,2,55
95.1428,25.1149,2017,3,6,4.3,89.95,21,30
94.6658,25.1865,2017,3,4,5.1,74.07,2,11
94.5486,24.8454,2017,3,3,4.1,65.83,23,30
93.4825,24.0437,2017,2,24,5,59.8,12,2
91.1035,25.548,2017,2,12,4.4,36.94,4,5
94.7713,22.5372,2017,2,8,4.5,121,20,46
96.4968,25.9321,2017,1,29,4.5,41.14,21,36
91.8799,25.6419,2017,1,24,4.3,35,12,25
94.5655,24.559,2017,1,18,4.5,63,3,3
95.364,26.4049,2017,1,12,4.5,68.8,9,32
94.7422,22.9682,2017,1,4,4.6,123.35,14,28
96.0688,22.8948,2017,1,4,4.2,13,12,41
94.5035,23.3168,2017,1,3,5.1,88.62,18,49
92.0177,24.0151,2017,1,3,5.7,32,9,9
94.5877,22.763,2016,12,26,4.2,104.09,17,25
94.5033,22.7969,2016,12,15,4.3,97.7,3,44
94.5533,23.146,2016,12,11,4.4,89.75,20,32
94.8888,24.6052,2016,12,8,4.3,99.72,9,32
94.8822,23.447,2016,12,8,4.6,35.56,7,46
92.3284,24.6475,2016,11,15,4.6,32.42,2,10
92.8708,23.1261,2016,10,26,4.7,50.3,6,29
94.6,22.899,2016,10,26,4.9,107.88,2,21
90.2619,26.0659,2016,10,23,4.6,24.31,15,56
91.2146,24.7872,2016,10,19,4.4,29.79,7,20
96.2738,24.8275,2016,10,11,4.6,26.73,17,41
95.0006,25.2519,2016,10,11,4.7,95.33,7,30
94.1855,23.1834,2016,10,7,4.5,37.84,19,28
92.773,26.443,2016,10,6,4.3,56.85,14,47
95.6127,25.2601,2016,9,22,4.6,141.47,13,23
93.9151,24.368,2016,9,17,4.3,63.47,2,46
94.6983,23.8972,2016,8,23,5,101.74,2,11
94.7324,22.5185,2016,8,15,4.5,115.1,8,57
94.5868,22.8487,2016,7,20,4.4,91.45,3,23
94.8081,24.5435,2016,7,13,4,91.5,9,33
95.2089,24.8397,2016,7,5,4.4,101.26,9,43
95.3737,24.9691,2016,7,1,4.7,132.35,19,22
92.0667,22.7084,2016,6,27,4.7,10,0,27
94.6296,22.6845,2016,6,22,4.6,109.32,13,3
95.2245,25.7858,2016,6,11,4.5,83.12,18,12
93.8121,22.6959,2016,6,10,4.3,40.58,14,21
96.4968,26.5252,2016,5,27,4.6,64.3,5,3
94.5819,23.9073,2016,5,21,4,83.75,21,57
93.9152,22.7638,2016,5,19,4.8,42.42,23,10
90.2255,25.9006,2016,5,16,4.3,35.12,18,3
94.3125,24.2716,2016,5,12,4.8,71.48,7,54
91.7893,25.4013,2016,5,7,4.1,37.62,9,43
94.287,23.4241,2016,5,6,4.1,26.82,3,6
94.7197,22.6224,2016,5,1,4.2,79.46,7,8
96.0794,24.5441,2016,4,22,4.3,57.11,7,50
94.1986,23.816,2016,4,14,4.6,61.25,5,41
94.8654,23.0944,2016,4,13,6.9,136,13,55
90.5452,25.7595,2016,4,5,5,10,7,42
94.3079,23.7551,2016,4,3,4.1,62.6,10,58
90.6891,25.9519,2016,3,28,4,10,18,40
96.1321,24.6302,2016,3,23,4.5,57.15,10,50
92.2565,26.245,2016,3,13,4.5,53.71,10,30
93.8341,22.6044,2016,3,10,4.2,34.99,15,2
93.9433,22.7585,2016,3,7,4.5,50.03,12,23
95.4216,26.4817,2016,3,2,4.1,21.67,4,3
93.4977,26.196,2016,2,16,4.7,39.72,23,6
94.9004,24.1868,2016,1,18,4.3,84.65,6,4
93.4003,24.8896,2016,1,6,4.3,58.15,10,25
93.6505,24.8036,2016,1,3,6.7,55,23,5
93.0894,26.2583,2015,12,23,4.3,48.5,9,22
90.5812,24.4134,2015,12,21,4,14.16,23,52
95.0379,24.5749,2015,12,13,4,146.62,11,17
94.9855,22.5864,2015,11,27,4.6,13.79,12,4
92.9745,26.4076,2015,11,25,4.7,54.52,16,15
94.8163,24.7399,2015,11,15,4.4,89.65,23,24
94.6561,24.4982,2015,11,13,4.2,70.68,1,56
94.5795,23.4416,2015,11,7,4.3,104.83,9,29
96.7414,26.6982,2015,10,31,4.3,29.65,2,5
92.4488,24.6819,2015,10,29,4.8,36.31,22,15
92.8262,24.1002,2015,10,28,4.3,38.49,23,54
94.9918,24.5022,2015,10,27,4.1,93.35,13,50
94.4863,24.7157,2015,10,17,4.3,63.02,6,29
96.0264,24.2558,2015,10,10,4.5,49.02,23,54
93.4444,22.5271,2015,10,2,4.6,42.65,11,29
94.5161,23.1474,2015,9,25,4.1,90.41,20,28
91.6928,26.5308,2015,9,25,4.4,48.82,16,57
94.4498,22.9503,2015,9,22,4.7,82.76,13,19
93.9401,23.3233,2015,9,18,4.4,80.2,21,16
93.8603,23.6991,2015,9,18,4,64.09,20,25
94.6668,24.5969,2015,9,17,4.7,80.13,18,34
96.0216,22.9668,2015,9,13,4.2,35,15,43
89.5568,26.0549,2015,9,11,4,18.5,23,56
92.8261,26.1923,2015,9,5,4.2,47.23,5,39
94.8224,24.5826,2015,9,3,4.5,43.17,20,49
94.8938,23.1486,2015,8,31,4.1,59.66,1,52
95.143,24.8239,2015,8,29,4.1,113.11,16,31
90.2598,26.0142,2015,8,20,3.9,42.95,19,21
94.8588,24.6339,2015,8,12,4.5,42.8,2,44
91.184,27.3538,2015,7,27,4.4,32.22,7,33
93.694,24.0249,2015,7,21,4.2,59.71,8,21
96.5118,26.4644,2015,7,13,4.5,101.35,11,3
90.5991,26.6628,2015,7,10,4.3,19.67,12,53
94.1447,27.4318,2015,7,10,4.1,14.66,1,53
95.3332,24.7918,2015,7,4,4.4,131.72,23,8
94.6007,23.7112,2015,7,3,4,81.49,17,1
91.2869,27.2728,2015,7,1,4.5,35.46,2,42
90.7596,26.0436,2015,6,30,4,42.34,13,15
90.41,26.6384,2015,6,28,5.1,26,1,5
94.7168,22.8401,2015,6,12,4.2,97.79,0,24
95.7989,26.2683,2015,6,1,4.3,114.83,7,12
93.9733,24.2488,2015,5,26,4.3,64.58,17,24
95.8893,22.7454,2015,5,21,4.2,22.56,12,43
94.7996,26.2401,2015,4,30,4.8,10,19,21
92.7714,26.7924,2015,4,16,4.8,35,22,5
96.1785,24.3994,2015,4,15,4.2,42.01,17,57
